MR-POMDP,SR-POMDP,Placebo
2622,3795,1242
3030,2296,1898
3960,4830,4765.518014
984,1298,2320
3808,1025,4271.035411
3335,2030,5972.751502
1344,4498,4471.594718
3180,990,3996
3050,1575,5078.31859
1008,3752,1288
2996,4152,5578.541413
1575,1410,4698.039579
2040,1848,4777.404634
810,580,4458.446375
3256,3591,4480.244316
2940,1909,3052
720,1554,4550.36934
4500,2016,4176
760,4530,2064
1932,3003,3423.602448
1344,1560,3600
2825,3666,729
1780,1971,910
4428,840,4041.568878
1575,1064,1755
1008,780,2622
1540,1628,1647
650,3996,2709
3146,1785,1900
870,1876,1044
756,693,2291
2835,2860,792
3381,1512,2436
4368,3275,2212
832,3950,3857.966611
1917,744,2420
4147,1305,3266
2244,2744,2926
2323,1914,4984.981842
3213,2900,2088
4396,1794,6599.727666
1914,4380,3486
2280,3900,5951.135561
2910,4110,4735.422236
1488,1350,5893.29619
1344,1485,6030.179814
2726,598,3586
3003,2136,5021.470704
3016,3402,4380
3160,3120,3799
2541,3335,4373.314384
1860,3250,1600
4890,1170,5235.034957
3480,754,3480
1508,2904,1770
2024,1512,6698.212973
1344,3024,4481.430186
4050,3160,5486.389802
1450,3744,3388
1225,4176,2047
4350,2967,952
2088,840,3828
4060,2880,6383.114909
1210,2000,780
2300,1606,5695.220716
3200,1281,4408
3340,4472,1885
3180,2160,1380
1701,3600,2700
1472,2231,3718
702,2712,5394.725725
2714,1584,6549.424726
2134,2716,2912
1904,3220,1595
3976,2088,4530
2640,1679,5454.836874
1150,3696,6918.968841
1274,3618,4394.279903
2645,3014,2820
1958,2059,6508.212948
1656,2926,4830.45308
3726,3360,5798.921504
1782,2760,3509
1232,2465,5468.470015
2088,2640,3680.565278
900,3888,1050
2349,1608,5286.326462
888,3030,2442
4170,3260,3192
3040,3625,4321
4228,3936,4008.116948
4032,1820,7107.582959
812,3538,1352
3828,2072,3985.488716
4230,2354,3042
1672,2800,6533.811346
1170,972,3808
1564,1769,1128
3680,2492,2280
3588,986,6247.464923
1326,2706,6202.551074
2652,3212,729
3025,735,4368
704,2856,3608
3795,3510,4490.253597
2256,1587,6635.645269
1080,3360,3265.370568
2054,945,962
2793,2378,2323
1404,925,3105
3509,1554,2024
600,4785,5950.241825
648,3013,4328.875545
2990,3190,1450
1377,3900,3348
3080,3657,5561.064818
2772,3444,1334
1800,3042,4290
3680,2952,5062.483053
3538,3834,4938.835404
2828,1596,5177.649048
820,1848,2200
4374,1998,1836
920,3948,4008
714,3591,4624.021359
3381,3016,4234
3675,4785,1281
2024,4131,3815.611039
3750,2900,2530
2736,4050,1512
3200,2616,3919.507008
3618,4293,3140.813729
2592,1701,1955
4088,1728,3996
3172,2226,2093
814,3725,3220
2520,3696,3487.294618
3476,2961,3919.317232
2440,2842,740
999,3672,1150
3444,1272,918
1344,2233,1080
1440,2783,2540
525,2806,2420
1600,2568,1176
972,2646,2850
1560,3542,3903.705345
2250,667,4224.261473
2640,1073,2520
3456,2550,5569.628344
3680,3473,6241.50835
2204,3978,5567.153845
2352,2782,748
4160,3300,1456
1830,3025,3655.553753
4437,1288,5466.73152
2044,2820,3748.361713
729,1392,4519.421756
2790,3120,980
2540,3248,4755.196811
3171,2275,4221.913773
3525,714,3740
2530,1323,5507.077805
3624,2800,4774.467523
3528,2222,3040
3425,2024,3480
3013,1920,4688.358698
3280,990,3645.228471
598,3725,3829.271903
1460,1708,3930.751088
4023,3925,3957.429467
1073,4080,4695.485376
1740,3683,4739.447406
851,1392,4328.805533
2360,2652,3302
4500,4212,3082
3874,4620,5098.69427
1512,2070,3753
2185,2982,5042.491054
966,2068,4009.785724
2670,4704,6211.162812
2806,4176,625
2106,4089,5288.169645
870,925,3780
4266,4170,3507
3240,2700,1456
4669,1890,3718.277684
625,2900,3024
4446,2030,2645
1722,1219,6192.550967
1334,2354,5463.373232
4290,3740,2050
3210,2300,4039.542183
918,3969,4088
2737,936,4125
860,2565,3322.289655
3900,1449,6224.59321
3538,900,4672.161232
580,1512,6056.676724
2352,2860,1380
4250,1848,4066.120042
2760,975,3160
1792,728,6279.848651
1160,4158,2820
2464,2507,5328.863131
1460,3888,4446.98134
3288,1817,3150
2640,1798,5065.527762
3762,2001,1830
1750,3128,2678
2728,2300,1764
3726,2260,4920.858191
1820,2160,4424.337861
3575,4100,1775
2277,1820,1269
840,5160,4915.154202
1560,2652,1232
4342,988,980
3960,2808,6437.134365
2266,1606,2751
725,4524,1120
1425,1104,2350
1344,2442,2530
1100,2600,740
3096,1827,3645.875833
2820,1386,3480
2484,896,3746.304603
1880,1625,1320
2646,4147,3910
1740,3822,5072.658143
3129,4640,3216
4620,2280,5842.522114
3366,899,6827.066674
1974,4032,1104
1562,2880,2366
740,2980,756
1600,2964,4281.407615
1100,4238,1188
3915,2375,5526.340809
3150,754,3890.486438
2877,2550,5313.018624
2291,966,5370.800766
2639,3675,3174
1794,1518,2829
2002,3200,3150
2125,3360,1357
3289,3066,1380
1386,2256,750
4536,4004,5714.46077
2112,3510,1075
2541,2296,4225
735,2688,7017.957711
2938,3240,4614.374588
2380,1081,3066.271384
805,2904,4439.772621
2650,3850,1440
2616,810,4062.870448
3102,2400,3445.524645
800,943,1029
1275,1050,3608.210807
2640,3900,1420
2850,2212,3003
1196,3591,841
2599,1875,3250
2204,2523,5176.331125
4930,1450,3720
3400,3692,5065.251416
2130,3912,5812.218224
2030,600,4867.839645
1806,4455,4075
3912,2140,3887
2464,1900,1848
2090,800,1000
1886,1674,3266
3000,2210,4986.876035
874,782,3633
2618,1200,5360.732886
1100,588,693
1386,3354,5623.914636
2860,630,2744
2100,2180,2025
1620,3256,1980
1352,2002,3754.32616
1475,3775,3380
4050,3969,3108
4440,1880,780
3818,3306,5884.170831
1430,650,5753.320862
2400,1350,2277
1144,3591,3364.539612
4500,3538,525
3741,2088,2373
1632,1771,896
1290,1564,4565.291612
1320,1248,3836
1378,858,5720.987427
3052,4437,3220
1593,1740,3576
2160,1836,4143.248315
3973,825,3850.010969
814,2525,3381
4200,1530,5077.546985
1425,2324,3937.837171
2875,2751,4717.207567
1144,4564,1650
3850,1380,4238
4320,2475,816
3020,3186,2600
4890,1404,3936.397029
2000,2079,2688
2680,2750,4317.56199
2072,2475,3542
2884,975,3388
4200,2970,1421
900,2438,2394
1679,3144,4650
4564,3045,920
2877,2783,5589.241386
2310,1863,4030
3456,2208,3607.844987
2268,1590,540
4060,832,5487.260895
2030,2625,3095.127965
2782,3300,5102.968244
3926,836,4185
3240,2850,5166.268859
2425,990,5050.328602
1403,4025,2352
702,2002,2106
2295,3780,2010
1426,3500,4233.245573
3402,2548,4189.806929
4060,2952,5807.765
3933,3900,4215.339444
2054,3973,2465
861,2760,3930
4509,1710,4082
4131,1044,4379.181183
4186,3612,5535.342703
3212,900,2880
2133,4374,5828.749619
3052,2904,726
2667,4321,1953
1659,1131,1794
1800,5130,4479.581134
2160,4472,3753
4031,1932,5168.234693
2728,2862,3420
2376,3588,3036
1953,2295,6912.349045
2840,4239,1410
2079,936,3672
1848,1484,4963.638801
1491,650,6978.534993
4205,5220,2688
4284,832,6300.505855
3640,1540,5694.688342
2100,2916,3729.710196
2262,4872,1738
2392,812,5099.25569
4408,3996,5498.533042
1056,3075,3100
897,2025,2415
3460,672,6963.888211
3650,3050,4593.436852
882,3087,4912.130579
2875,1080,6138.268412
4788,3000,5477.862512
2310,2970,3576
620,3234,2220
858,1260,6820.946644
2400,2910,3781.806566
3976,1890,5024.267318
2121,3013,6287.641784
2720,1372,4756.040136
1408,1242,4352.791834
840,3108,1680
576,1711,1518
840,1720,3108
1638,1846,4895.649529
4988,858,4966.151962
2520,4160,2380
2310,2178,6201.019593
