MR-POMDP,SR-POMDP,Placebo
4524.727275,3619.350847,3207.410686
3719.901222,3952,5589
4143.447261,4352.597227,5684
1870.41664,3157.409665,1880.787608
4730.911054,1568.001979,3065.51767
3880,650.0993811,2163.178027
3340,6390,2274.749606
718.6943071,4914,1409.23457
4397.734247,1989.48347,3317.147825
2558.313081,2511.462638,4608
4400,4214.479447,5945
4557,5096,5328
2071.593514,3402,4727
3882.24309,2996.138507,4959
2332.827375,2218.988899,2591.420044
1795.884032,4888,1052.018178
3822,4488,2492.396397
6583,3278.022866,3444
1936.248354,2835.38275,3669.958751
1153.545333,4296.619202,3696
1863.825913,1431.75333,4368
2504.516914,3204.098747,1834.984126
1758.070855,3200,4440
4175,4228.07624,6552
4775,2800.021129,5158.899385
5472,3743.309434,1743.706421
4025.110074,1216.96899,1192.74221
3434.894719,4835.575529,3892.259474
3875,2554.295124,5656
3652,3882.633316,4816
3103.744018,3540,2740.112001
3262.256193,4761,813.8085809
4671,2555.089459,1674.470888
1416.68613,2049.646335,3090.013465
3898.660307,865.7883972,4680
2340.066619,5200,3549
3420,5022,3648
6104,2274.10598,3906
4276.049165,872.3965571,1582.679319
993.8059095,5104,2043.746452
3627.448989,5319,4158
2067.722811,2539.257746,2245.144346
3859.677125,1000.621257,6380
3048.841034,3324.199285,823.647893
2260.894879,2023.068763,3684.338416
5858,2439.896003,2406.858284
5211,2774.8609,2328.970234
4752,5076,4178.64999
3208.150491,4536,1376.952946
1056.172342,3762,5876
1877.154379,1335.853923,3450
5572,1798.237275,4675
7200,5880,4975
3148.235834,4452,1704.376114
3034.167136,2519.997379,5012
2949.639887,2994.259383,1918.764218
2852.00461,2496.849845,3740
4580,7018,7290
5640,4727,3376.694216
4025,4154.232556,3713.369876
867.9346399,725.7528275,2218.017446
1564.426834,2749.485197,5778
3424.428643,3990,4452
4179,5451,2738.420851
6552,801.5892266,3008.491772
4917.007646,4784.446114,2616.758797
2118.773551,1544.166315,4300.407515
1804.762038,2244.672895,3211.7697
5129,4581.460971,3960
4186,4660,6453
1166.23118,4522.89028,6989
1908.450623,3796.338393,3092.030582
2092.670785,3299.613497,2762.838005
5454,640.9499932,4725
5408,3050.797404,6540
3424.2559,3170.58742,1256.294957
3377.665552,733.2741264,1423.527067
4051.362388,848.513789,2028.790512
520.6931767,7440,1319.920784
2264.931996,3696,5191
2960.401496,1808.86195,1182.592216
6380,4960.187848,2147.165477
3948,2043.40014,579.3090045
2072.65991,3943.529645,1778.950197
4317.745877,3850,5250
3884.075319,988.1446079,5356
667.741521,812.5026415,5736
