MR-POMDP,SR-POMDP,Placebo
2682,1024,2869
403,1110,1302
900,1520,702
640,936,1648.198601
1235,1908,2820.251399
612,1904,1780
675,992,2647.044964
1422,1302,2533
1710,2970,540
1111,902,949
2244,3220,4227.000781
533,944,1520
2040,656,1983.205945
2185,1260,3041.110848
560,1903,3058.650086
3021,363,2072
2074,1134,2441.500003
504,1742,616
1498,2249,3545.158885
900,846,4010.29158
1615,924,2967.233801
450,435,2330.775433
2960,2660,3526.537623
1764,1079,1308
720,1406,1852.706407
2250,924,1440
722,2869,946
1748,1716,2366.371596
864,960,1800
1469,1692,351
1068,1387,420
2624,420,3340.983308
1125,570,780
624,390,1596
990,1258,976
350,2072,2064
2145,1105,1805
435,737,360
308,561,1422
1680,1100,627
2093,972,1596
2964,2096,1264
480,2844,2659.11713
923,372,1936
1573,900,2272
1020,1078,2394
1212,957,3151.645791
1666,1100,1440
1884,1311,2741.420726
1131,2628,2324
1615,2340,3715.864709
1358,2192,2758.547781
1116,675,3981.883528
816,990,2097.11957
1222,260,3097
1716,1513,4035.875584
1972,2268,1898
3002,1456,1441
2420,1725,3916.260469
1209,2125,704
2934,855,3416.815366
2160,338,1680
832,2057,649
920,918,3320.997071
784,1260,1666.453032
1620,2844,1833.913777
696,1872,3080
686,2436,1424
2850,2193,408
1305,450,2436
2175,1056,3963.430507
1045,1520,480
1840,1095,2731.14803
1536,854,1672
2338,1720,975
2014,1152,1104
1197,2040,1600
1024,1843,2145
513,1582,2193.934904
1888,1320,3440.3826
1843,1164,1344
1088,1932,990
2840,1440,1812
2376,1314,2379.632668
500,1584,4193.340249
588,2010,2164.313222
1955,2740,1833
979,923,4293.670466
1224,1995,3322.261751
2592,1680,4594.862581
810,1656,1331
672,1275,2456.365289
1218,2640,1840.074441
510,2592,560
1740,871,3296.751393
370,2020,2109
1390,3097,2128
2128,2375,1937
2114,2788,1929.583355
2592,1456,4793.014124
476,2318,780
2112,1184,1490.173967
1692,2033,1989
1292,2000,3388.779441
390,684,1632
1224,976,611
3200,1335,1140
2028,442,2487.24119
969,1722,3632.672847
1020,2774,378
1936,630,1872
480,1632,1640
2970,1521,2529.77338
1410,828,2303.170392
720,2520,2375.08162
790,700,592
2527,1066,1818
520,592,2300
1694,1258,1564
360,2310,3112.705908
456,1834,2175.439946
2470,1650,812
612,1300,1984
2310,2703,3224.346235
1386,1845,644
1275,1170,3135
1600,1599,3097.352635
2074,1562,1964.107483
1010,1140,2774.458672
451,1428,2000
2754,1110,952
690,1974,3173
646,1729,2706.642696
2415,2080,2336
2793,1815,1220
1760,2295,2787.863958
1650,2088,1100
1824,2700,728
2048,1417,2144.857192
2278,2703,2499.884328
1944,630,1275
2044,896,2072
1464,1484,1274
666,2980,1771
2100,2376,1855.677393
3002,2256,3827.362246
2196,980,481
592,2142,550
2214,848,646
768,770,720
480,1452,1270
375,1220,1210
1280,1391,882
504,1862,1900
660,1932,2391.734597
1275,493,3987.652605
2280,666,2160
2560,1360,3981.473745
3040,2416,3228.337353
836,2295,2845.496512
1456,1926,578
2720,2475,560
610,1936,3161.429083
1836,1120,3976.357301
803,2115,2210.370623
432,528,1769.95597
1674,2210,980
2413,1120,2311.387489
2416,1183,2123.809566
2679,442,2890
1540,756,2107.445055
1812,1400,3996.003434
2520,1919,1672
2329,1232,2175
2358,1632,1951.371202
2952,528,2732.534508
364,1490,2450.428532
1387,1159,1824.3475
2086,2355,1642.85141
592,2584,1872.335746
780,2032,4012.790857
481,864,1891.207812
2124,1938,2159
2400,2340,2278
1639,2772,2138.223921
792,1530,1529
1710,1988,3471.193345
462,1786,3252.818331
1780,2856,2939.452166
1952,3132,450
780,1410,3734.343257
330,666,1755
3160,2085,2171
2700,1512,560
2254,700,2100.999856
500,1600,1296
2736,1260,2300
1066,1007,4809.362131
828,1712,2889.450227
2860,1870,1394
1498,1725,3033.663719
612,1764,2336
2380,390,2805
817,1330,1850.843386
2652,1197,2306.129776
2318,570,3266.584727
493,1152,2569.244329
1456,2002,1311
2720,792,2971.022333
2760,585,2844
1216,338,3207.222935
760,1694,1598
2128,1853,3318.135411
1022,1440,2654.304444
2329,1422,1050
2640,806,3862.577335
3249,759,671
1330,2720,2060
2480,1564,1260
2916,2260,3112.403152
1235,1224,2022.822104
1859,3280,994
1089,975,893
360,2236,1879.645247
1040,1632,1064
1670,570,980
2475,1989,2750.543572
1545,1460,2358
450,2028,728
741,672,1316
1024,2109,1100
1000,2000,407
2193,1740,3343.30369
2115,726,1624
1472,576,2013.694364
940,845,660
2142,2431,2380
1044,2940,4507.165776
2235,2880,2144
2156,1140,2608.913115
3060,589,3837.207278
1128,2856,690
1278,2160,1729
518,2831,280
640,1824,2118.373469
990,2282,756
2295,1520,3654.824063
3000,348,3396.470562
2329,1836,2822.596243
1343,552,3541.841544
1729,2940,2484
966,1056,1476
910,2048,1890
1105,1400,944
2860,2044,552
1260,1786,570
2184,2860,3389.218842
880,2160,774
2057,1312,2873
385,1056,4325.498685
1695,1320,2404.967339
935,564,1892.32958
665,2420,3415.414896
2014,3080,936
2180,390,2699.024422
2820,1200,2458.048487
760,779,980
867,350,2371.71636
1540,1690,1136
1045,1422,2145
874,2394,522
1130,750,2125
1064,957,3406.004994
1700,800,2635
3400,2698,3235.011177
1420,2608,3522.32057
980,360,2723.848568
1376,2805,2608
2771,1605,2535
1680,1064,1320
1710,680,900
1312,992,1704
1200,1445,2096.993084
608,442,1903
1547,520,2367.669104
528,476,429
630,1677,3965.039732
2002,480,1960
1176,1090,1377
1377,2368,1287
1040,1274,2199.425288
1003,2265,1820
3078,2205,1665
2368,1880,520
2490,1254,2334.054006
715,494,2942.622139
1200,756,1089
572,2223,2495.979138
1800,2196,250
2064,1368,1243
884,770,640
645,1156,3313.336304
792,936,1781
1060,585,4441.016979
1635,1530,1150
1003,696,2831
1280,1292,2899.595341
2329,561,2133.840679
481,1616,2058
2660,765,3759.789106
855,1494,1954.640709
1840,1572,2021.53674
660,3097,750
3080,1140,3097
2080,1287,340
1661,2124,1144
3097,1080,3014.09005
1120,1683,1568
1340,1760,1972.89028
888,1287,3059
1133,702,2156
1960,1350,686
900,1378,1482
876,2358,1550
2934,2030,640
1781,2299,3006.448734
847,1458,1550
1536,1840,3268.260662
1080,795,270
1595,544,2785.049114
980,2000,2488.310193
2033,2640,2247.623559
1510,646,2635
2700,1520,3734.470007
1358,627,3926.344235
976,3059,1862
324,1820,1539
1360,1820,670
868,1625,2630.439667
1260,1176,3319.530712
2175,1353,3957.428182
2052,2652,3283.387447
1422,2329,1445
820,1920,2489
2505,570,2983
2907,540,2569.908112
2093,1806,1897.900837
2190,855,1800
869,1620,2683.429534
1526,1331,561
2032,2533,930
1027,780,1014
1530,2223,2845.421776
1440,2752,1529
2085,1596,3006.672458
1488,2120,1938
1683,1518,1716
1023,1445,4121.451271
2840,1884,799
1463,396,2720
1672,954,3759.805706
1349,500,2306.671403
2610,1740,1120
1989,576,3087.083889
2080,1001,4153.796478
1400,1404,2619.538248
870,2520,1501
1288,336,2212.339393
1672,1628,2402.741426
836,2214,1705
585,1125,1955
3114,512,3283.349321
2336,1830,2750.93951
420,2793,3161.545758
1150,612,4612.268957
3249,1875,3860.894301
1680,2430,1639
558,1911,1554
495,630,4809.89773
1560,1552,1770.016337
1420,1120,3034.711208
1515,2227,4166.540464
2720,490,3619.548067
1216,920,3609.7967
330,1665,1260
240,944,924
280,1204,2664
1197,1207,2484.636617
3268,741,2799.673453
1512,2880,1700
1386,1287,4061.788511
