MR-POMDP,SR-POMDP,Placebo
1568,2916,4767
5229,4340,2552
5798,3864,2730
2889,572,780
2574,3562,5382
5061,3144,6588
3828,1144,888
7290,1482,4140
2620,2369,1189
2448,3780,1800
6860,3944,4830
2622,2850,5292
3024,4350,5626
2394,1428,2146
5050,1260,4370
2996,3624,1200
2280,713,6840
2418,2820,1196
4256,3171,4239
3197,728,4475
1704,1425,2436
2375,2394,3102
5280,2490,5566
5616,6832,4320
3836,740,2425
1742,1426,4094
2398,2640,2958
3960,1680,1974
3266,1608,2576
3725,3248,4424
5434,2576,4268
4968,2678,725
3666,550,5330
900,1539,3864
2688,1323,5572
800,2675,1512
4200,3432,2262
1075,2720,5211
1760,2250,7105
4284,2380,4968
2210,1200,5150
552,2562,1400
1148,3042,4752
2622,1675,3161
1800,2780,2522
4525,1840,3724
1113,2552,2332
2438,2300,3840
