MR-POMDP,SR-POMDP,Placebo
102,71,97
26,128,224
68,34,72
125,104,47
58,87,156
87,131,155
145,145,124
22,76,130
89,147,162
59,116,166
76,146,192
117,143,55
85,82,70
39,139,204
46,50,226
62,147,83
59,56,39
46,64,154
143,64,197
94,81,138
138,132,199
133,62,114
145,142,217
33,67,214
119,109,92
31,61,78
118,35,89
119,134,106
45,68,194
101,119,162
60,51,147
116,103,177
91,117,123
151,38,42
70,96,124
36,34,211
141,21,232
151,55,237
28,42,154
90,148,175
118,72,97
68,129,151
103,27,94
81,72,228
45,127,55
135,145,190
31,46,165
86,148,231
76,122,231
45,84,123
156,131,125
33,53,146
102,92,87
122,55,227
76,37,117
127,26,158
82,39,234
60,31,159
24,21,23
52,54,189
100,21,241
125,105,22
112,103,63
65,109,138
69,131,232
136,28,142
49,108,134
30,79,92
40,96,235
32,95,234
50,108,139
156,117,74
99,138,184
117,70,81
78,56,225
90,118,70
137,69,244
79,132,135
74,118,129
29,34,123
134,145,178
35,45,61
31,67,154
24,121,217
76,48,114
96,128,128
41,44,120
58,150,242
124,27,185
56,86,195
41,112,226
118,149,91
37,93,228
80,143,46
120,120,96
