MR-POMDP,SR-POMDP,Placebo
1184,350,432
2826,2490,2625
1040,544,812
730,2072,1008
1730,1957,3211
896,1064,1037
2565,4097,2300
640,324,2460
990,2244,1183
1140,312,2178
350,570,1462
726,1411,2988
2033,780,4160
1580,2528,280
1340,2190,3689
390,2358,2828
1870,1312,2158
2070,855,4920
2608,1900,1764
2214,2296,1692
1284,848,3220
720,440,1680
1170,2338,1000
420,550,2640
1224,1712,3798
2240,352,2106
2496,3136,976
2016,1785,2436
1003,2376,2232
348,3910,2568
1495,814,3024
2460,970,2640
4140,390,1771
688,710,300
1092,2790,1190
901,1638,3477
1232,1972,532
405,1170,3672
810,1397,1932
1155,1131,3168
1884,1088,3366
2336,350,912
780,825,2235
1668,610,3026
1200,780,1358
442,1469,940
2304,893,2106
418,3401,3348
2736,506,3234
780,2071,2717
830,1653,2958
3268,2415,736
1530,1100,1596
552,1300,2295
1036,1566,1302
1650,1300,1188
1100,380,2124
1620,2500,1615
2000,1751,1710
888,1920,3540
1240,2316,4040
1111,2576,2320
3304,2490,1518
2128,435,1441
1903,3287,2254
2736,2052,2244
2512,1120,2210
850,1904,3060
1806,2533,1620
1650,2720,880
3360,1920,2067
2736,1539,1162
429,2100,2550
1148,848,2376
2408,270,800
780,1551,3840
2416,1872,2478
1005,748,4760
2822,1122,3016
1562,810,1602
972,1956,4480
2363,1500,1792
638,1581,3780
2280,2890,3600
1770,1792,1819
589,1136,1106
2826,1170,3600
948,2070,1572
377,1815,828
741,2831,2520
688,2847,2086
830,350,3444
2565,799,1580
2720,2096,290
2028,2160,1638
2499,1250,1220
2436,670,3825
1708,4503,1092
864,1288,2565
3120,2115,2379
516,1540,1320
1632,891,3798
1350,2400,2120
1240,3116,4140
1040,1700,3488
4302,1584,2080
330,1898,2448
1054,800,1460
666,2220,1976
2679,2140,3107
493,400,2380
1155,648,1463
648,720,972
2430,1884,2580
504,2352,2328
1760,1422,1440
468,2635,1530
2144,782,3936
2960,504,2480
1937,1258,2720
2106,450,3330
1974,1428,4660
756,3287,3281
1580,2100,1610
1860,2090,1870
2920,420,1548
338,754,2376
374,2385,3072
2214,1207,1008
2400,1976,3675
2338,546,871
645,2119,1644
2086,705,780
1692,968,1014
2499,1876,2420
1420,1870,912
532,1206,2190
3600,1872,3146
960,1730,341
970,1139,1539
1960,350,3552
1424,640,3043
1070,2178,1932
952,1292,3200
2592,1440,2413
3042,396,1036
1460,407,880
682,2898,3264
1836,440,840
1650,1152,2310
2070,1050,520
3961,510,2190
1130,1170,1830
481,705,330
2016,1856,1680
2380,715,1746
3059,714,2860
3380,852,2497
2338,1539,2358
1200,1440,1860
2592,1881,2592
2592,1122,3160
2249,495,1792
