MR-POMDP,SR-POMDP,Placebo
78,101,165
59,82,156
166,183,106
25,101,187
68,154,235
144,193,108
59,63,199
88,92,146
149,130,101
165,116,197
72,91,171
138,199,168
139,149,71
155,170,84
86,163,96
131,124,211
126,120,115
97,152,40
125,131,109
170,43,164
137,158,73
131,136,156
161,37,222
107,69,49
113,151,157
57,166,125
200,173,55
151,99,183
125,56,190
166,164,201
170,30,181
51,155,220
33,73,120
30,116,218
45,130,102
104,167,157
127,137,78
152,77,186
169,248,74
112,111,36
135,151,215
110,68,56
73,118,168
194,136,227
162,238,107
82,36,105
26,164,216
29,135,115
31,91,237
113,57,167
51,59,81
44,138,205
162,68,107
79,131,232
59,124,246
56,96,242
223,82,158
152,59,192
43,135,170
94,124,110
145,41,173
96,225,79
65,140,183
101,152,243
132,77,112
234,151,231
131,59,119
96,49,200
95,160,153
68,131,169
144,142,186
72,197,244
51,29,209
129,52,88
58,150,223
64,40,217
105,61,59
85,90,55
227,111,236
99,137,182
33,194,249
116,146,243
105,150,170
102,200,152
164,150,160
218,124,248
158,167,174
152,207,47
89,76,77
157,60,217
162,58,157
115,66,166
32,155,86
170,102,199
57,124,35
150,191,97
49,26,170
161,163,152
56,116,155
74,35,24
157,166,175
65,34,58
73,148,63
173,103,247
64,76,61
171,241,230
32,27,164
55,132,91
57,26,198
25,38,86
66,83,166
107,39,208
79,158,28
134,146,217
26,131,202
170,82,166
115,57,246
163,95,98
123,164,94
107,53,230
45,40,105
65,167,50
35,50,220
102,107,211
160,32,117
156,196,61
144,105,174
59,132,186
29,230,214
115,74,189
123,97,165
230,26,161
43,71,25
84,155,85
53,91,183
77,116,38
27,65,216
45,127,138
77,87,198
157,68,187
146,25,48
78,55,149
139,61,178
80,78,97
26,113,47
128,47,162
38,179,186
152,46,231
52,109,143
83,87,174
172,161,46
90,110,133
46,65,153
74,87,93
165,65,108
110,38,118
162,125,95
200,103,171
74,128,236
124,193,202
101,161,232
236,166,138
152,29,131
173,173,161
152,108,187
157,70,170
85,112,170
129,149,162
165,160,55
240,120,159
152,81,83
39,175,150
82,53,132
172,27,50
60,141,240
151,156,177
67,44,238
166,66,232
142,81,89
81,163,224
139,100,128
58,93,210
152,170,200
118,128,107
31,71,79
157,78,240
79,115,131
29,121,69
57,149,168
43,219,149
83,25,246
171,47,158
136,131,29
169,108,117
147,125,122
174,67,225
122,237,91
54,92,171
240,141,183
43,140,66
102,81,211
135,160,212
124,164,207
65,85,218
239,99,160
30,146,153
62,40,146
37,111,152
141,107,239
29,25,238
77,54,77
36,72,81
135,157,129
28,147,194
160,79,144
26,155,102
134,46,246
148,28,155
149,74,160
117,30,185
141,102,233
54,173,193
158,210,161
155,110,110
146,42,129
26,58,216
34,159,192
123,71,72
150,104,245
167,42,67
43,163,137
149,47,60
141,88,78
147,134,220
142,170,48
28,67,219
240,156,242
48,173,31
97,67,81
140,25,222
89,40,179
107,121,161
68,68,160
216,90,127
169,36,74
146,37,44
62,161,204
153,44,42
110,96,231
138,75,40
233,34,219
113,90,122
37,47,33
112,116,140
140,65,97
161,51,143
169,71,227
167,81,131
80,80,155
162,99,162
144,102,158
173,33,128
