MR-POMDP,SR-POMDP,Placebo
3016,2640,5162
2520,2900,4914
777,1479,748
2568,5544,988
3960,3276,4899
4048,2100,6600
3200,2565,4234
1150,5612,4851
3645,1932,2856
2875,3344,3150
3213,2820,3381
4875,1512,1632
2000,3036,5427
812,3770,2744
1276,3703,2322
1620,3625,5520
2340,1491,2328
3770,4256,4560
5336,1323,2944
925,4508,2112
3384,2760,5994
3058,1073,4342
2835,4088,4100
1128,2970,1971
3952,2507,5724
2580,3750,4152
1148,2275,1596
1204,3300,3850
3192,1344,1536
2700,4175,4347
3302,2047,3432
5000,3072,6496
3381,1536,4080
3082,3784,4200
729,1012,4301
4698,1800,3654
2875,1480,4536
3036,2310,4980
6200,2175,4175
2600,4500,4872
713,1428,4536
2961,2300,1742
3611,860,1458
3818,5994,1980
1344,2800,5208
3725,810,7110
3400,5175,5681
2964,2112,6804
2247,2130,2208
4495,2415,2882
4186,3822,943
2100,5928,3136
3480,3000,2380
4710,2990,3938
4140,4140,4800
3828,2552,4899
2928,2088,4887
3128,4379,5211
2808,2828,6021
1107,1976,3645
4683,5025,1034
3528,1260,2376
1407,3103,1430
1218,1034,2266
3640,1875,2970
2520,1960,4940
3936,860,2044
1080,3381,3717
4263,528,3542
770,1008,4224
2552,644,726
1700,840,2706
4800,1420,5616
3565,3556,5610
2375,2940,2610
2600,1029,4686
1008,5900,5319
3520,546,3060
700,2900,5500
3136,1920,1725
4032,1296,1679
2040,783,4928
3058,2996,4284
902,1680,874
902,4540,2740
3072,713,3192
1800,714,2200
1740,2668,841
3750,3565,4200
1298,3820,2134
1885,2660,4848
3150,2940,5256
3486,2660,3822
2300,4240,3718
3768,3312,2460
5320,975,6660
1800,4312,4775
4263,3950,2961
2064,1000,4590
2190,1254,4584
1166,3588,4422
1428,1794,4656
3000,672,5430
1104,1500,4608
480,3213,2254
3538,2816,4278
2967,2059,4890
1620,1350,5880
3420,3080,3936
4256,750,3799
1334,2860,4380
1932,4785,4576
3160,5225,5805
3672,3841,3820
2420,899,5486
1403,2142,6021
4212,2054,1900
2040,4680,1242
1988,943,2772
5916,1826,1334
1240,2645,4515
1219,2871,4200
1728,4056,3328
2040,4000,6136
1053,1148,2080
1638,2020,3465
1534,1640,3588
3320,4392,2968
725,2929,4114
1700,4466,7050
3888,4439,2808
1711,1638,4776
1936,2024,4234
4172,3250,2323
4785,2552,4137
1512,2639,4104
3312,5174,3696
4170,4470,1775
3410,3570,2016
1720,3260,2880
2751,3100,5486
3528,3600,3335
2522,4104,960
3125,3537,3161
3400,1032,3608
3014,4582,2044
3406,3536,3744
4669,740,4440
2889,1863,1274
2486,3775,3768
1596,4814,2625
4400,3633,1320
3926,2178,4392
3250,1512,5130
4482,4428,5628
4590,750,4525
1224,3410,6380
825,2117,2640
780,2436,4578
1305,2600,2652
2600,4175,3768
2921,2877,2106
3648,2156,5022
4394,5208,1850
3136,3219,864
3915,3926,6020
2310,2040,1288
2044,2950,4368
4656,3264,6810
4050,6188,2675
2296,828,2205
598,4592,4752
812,2970,2990
744,2184,5214
3277,1482,5010
1173,1770,1620
1320,3036,4510
3564,1904,3103
1659,3275,4640
1416,2728,5904
1344,2304,5808
6690,2378,4266
4104,1180,4800
989,3645,3910
2444,2976,3080
4350,943,3979
2304,6300,1975
1950,3360,4026
2121,3344,7290
3300,1617,3360
5616,4379,6006
3799,1593,2380
2208,1470,4400
2565,4800,4590
1428,2620,4732
3600,3408,5022
2016,5319,5368
1173,783,5852
3741,1196,1848
1624,4050,5352
1472,960,5859
2415,1525,1475
1870,1980,1100
4767,2331,4956
2178,2877,3640
990,5820,5229
3248,2920,5832
3150,4350,4080
2448,4800,4104
4428,4350,4160
4578,2852,6448
4582,3340,4872
3344,4554,1081
2403,1976,1694
4082,1560,6076
3240,1740,3454
2415,1452,3652
864,3255,1978
3910,2040,4378
1140,3348,770
4050,3820,2037
1029,728,3400
4347,4564,4560
1344,3132,4185
1850,910,480
3611,4316,3850
1755,748,1566
1752,3848,1764
4325,2163,6916
1856,2204,1769
3762,7230,6670
960,540,4592
1430,2904,2275
1653,598,5544
750,950,2236
1980,1909,3320
3103,1053,4368
1975,3318,672
3886,3212,6510
624,3799,5252
4760,2132,4150
2990,1368,7134
4401,2755,2254
3321,3936,2632
3210,1590,4600
1035,1000,2835
1885,3674,1100
1015,1450,5280
2958,2568,4853
4320,736,2691
4212,4312,1220
4176,2625,3654
1593,3432,4092
812,5060,5350
2760,2072,5292
3321,1940,3795
6440,702,3703
903,2059,700
1764,3565,2550
1537,2548,5124
2002,3480,950
621,1430,4536
1350,3302,3312
2310,2349,5742
4710,1836,4675
3650,525,1104
1716,1430,3427
3058,1281,4094
1920,1716,2328
572,2599,940
2816,940,3726
988,5191,5580
3648,1058,6930
1352,2507,3575
1909,2088,3480
3956,4508,1242
1800,3080,3724
1288,1430,3366
1998,2523,1860
4290,1885,2484
2970,874,2596
4860,3250,2850
6000,2472,4788
1998,2816,6136
2480,4053,4646
2626,4025,6960
5192,3818,3450
4408,783,3144
4844,4152,4025
3952,2700,5423
3140,1610,4080
2125,2800,3570
2838,3576,4212
4785,3360,1100
6480,2880,3339
3040,2349,2075
1092,4375,3150
2132,1060,3300
3440,702,1100
1680,3525,5040
3775,3588,4956
1407,968,4998
3320,1320,5336
4118,1782,2314
2025,4238,5376
4031,2600,2816
1392,2232,5040
3648,4590,6000
3304,3584,2782
682,2130,2212
3454,2262,6960
1738,2645,3013
841,2783,1587
1197,3725,4536
946,6570,3576
2407,600,6150
4959,1128,4266
3672,3406,754
4732,2484,2691
4410,2750,3050
4524,1876,6525
2440,5925,2184
1620,1840,3933
6960,4089,4758
1290,3080,1716
3060,2187,5697
4050,4320,5724
2728,4100,4968
1365,1785,6104
6214,2178,4640
660,3942,4284
1302,1080,4380
1073,2553,4560
4230,3103,6214
754,700,6902
2079,1188,2002
1080,1656,2268
3780,3454,3483
784,3381,5820
4640,2291,3168
624,3875,2040
2680,1334,5658
2960,700,3565
4172,1924,3360
2574,720,3885
2961,2958,4893
1404,4325,5790
3476,4200,4830
4030,2420,2860
3796,1050,3612
780,1566,6264
986,4452,4608
2829,1420,1728
3000,2600,5635
4843,882,1876
989,4564,3699
4172,1363,1200
4089,1760,2028
3675,3350,4840
2840,4590,1200
728,1675,4380
6960,3588,7018
1440,5017,837
2037,1675,1944
3920,725,4662
2670,1200,4296
2354,3146,4508
1496,1972,4160
6264,2070,3175
4394,972,1924
4234,888,1188
1240,4025,6120
4284,1188,1092
2420,2016,6699
3036,1575,1000
5592,680,5694
3277,2520,2684
1036,1128,825
3248,3132,3920
3640,1885,2231
4186,1377,3146
3380,1420,6129
4843,2430,3537
1840,2000,4030
4050,2970,3888
3600,2550,3476
5190,924,2816
