MR-POMDP,SR-POMDP,Placebo
3668,6572.797659,5445.172119
2928,2646,2025
672,3456,2616
888,4368,4508
2712,3213,2080
1980,2352,5337.691694
640,1352,4944.039063
3538,1496,7307.766612
2565,3422,3950
4698,2730,2205
3280,2016,5991.752664
2163,2424,6245.788635
3210,3683,2472
2180,6024.509932,3344
920,1344,3864
3400,1606,4604.018326
4128,1020,6937.712728
3750,2548,2020
3540,1403,960
1680,1014,6151.054602
2530,2900,5369.286562
690,2052,5078.221773
3240,2884,4214.798374
2944,754,6377.351282
650,3836,8026.882504
4230,3260,4914.358671
2842,2442,7554.845163
2010,3335,5697.414808
2156,1148,5872.792198
1608,702,2378
3925,3472,6831.878776
2808,572,2496
3612,3052,3000
1080,3591,1742
1794,759,3480
2133,1512,5036.658273
2667,1220,7441.193886
819,3634,1600
3584,3450,4267.339957
3321,3132,3510
3648,2088,5351.022486
2240,2415,4379
1050,2840,2645
2808,3692,2997
1679,1824,870
2080,960,2024
696,4732,4140.626596
2300,3240,5517.432573
1936,3519,3496.274857
2465,3288,2622
4564,2980,4710.299359
3969,3075,4208.292273
3944,2208,1375
3213,1540,1780
3024,3944,6586.14044
3887,2070,1479
2340,2990,6396.324363
1008,3144,6113.554318
2002,5102.501216,8260.06119
3822,4980,980
3840,2200,1276
2520,3066,3025
1770,2232,5063.494262
616,3772,3983.956722
1128,2548,4590.325403
1134,1428,4457.083408
2268,4342,1140
3168,2080,7191.29809
3168,3683,6450.026985
3648,2860,7843.288534
2415,2856,2926
3795,3366,782
2751,1410,6148.212403
1378,1530,5957.458273
3408,1470,3770
3036,4230,3654
1150,4770,896
2037,540,1036
3020,4524,3672
1974,2378,4959.298358
5040,540,1827
1340,2600,1704
2400,648,2530
2295,2025,650
972,1008,4619.033017
1917,4260,2691
1456,2645,1288
2080,1512,4912.459596
1914,2530,4131
784,819,6981.234494
1972,2070,5273.757204
3618,2075,1992
3225,3384,1440
3828,1044,5493.429521
1944,925,7580.352111
3510,4110,3625
1131,2880,3300
4263,3388,4223.232
768,3192,7125.678905
1260,1176,5608.650568
3633,840,6394.06433
2660,3080,2650
2576,3588,1742
2670,2460,5807.953305
1820,1344,5192.265035
660,3796,6999.112528
1920,3652,3491.638233
609,1222,4666.500836
2370,3822,4872
2128,3402,5602.323539
1863,3335,2134
3775,2688,5153.233358
3075,3948,6299.57122
4536,3325,5418.228399
3507,2464,4350.553836
2560,2289,594
725,759,5239.480998
1247,5029.844701,1742
798,999,1495
1955,1638,1710
3920,4212,4195.859075
1674,1680,4995.21887
3318,3796,6346.239028
2520,3360,4418.656799
3672,3171,2652
1188,3600,5963.690059
2346,2645,3391.594726
4320,2325,4783.12291
540,1025,1482
875,3250,2808
1188,888,3996
1400,728,2610
4590,936,3339
729,3750,4144
1722,714,5002.328521
2133,2600,6918.257792
3549,560,928
3000,6327.867386,1890
1584,5010,2970
2660,902,7515.546487
1656,943,650
2231,810,3354
5100,3360,3192
800,3328,6489.622287
3772,1456,3256
3875,2834,5417.873772
1682,1449,2632
896,4234,4483.701734
2210,2646,4274.472514
2834,2793,2492
2324,864,5936.849579
1416,2054,1350
5046,2576,6136.584387
966,3504,6478.361929
3975,4025,3302
1872,2156,6565.565527
4732,2740,1118
2910,2900,5772.949618
3213,792,3952.43052
2002,3576,1911
4374,3795,3544.9174
1539,2650,2943
1408,2772,5155.431428
1173,1240,1932
3912,1386,5493.528593
3330,2511,980
2921,1218,1176
2046,4030,1794
4470,3525,4959
4320,1568,2320
2354,504,8093.779053
812,4437,6546.90862
3542,1647,5695.498242
4930,1525,6955.055854
4710,1716,4586.980937
3796,3200,7791.537319
1323,3090,5650.465864
1720,4590,4671
2680,2070,2610
3256,1575,5958.632676
4147,4440,4818.319558
1288,3410,4652.872582
3848,3850,748
1100,1785,2280
4980,2250,2520
2080,2784,946
3000,3075,5136.756225
1050,930,2726
870,3280,5203.383721
1968,3358,713
1980,4239,5988.177189
2760,3473,5252.234718
4704,2320,1200
2639,2480,5117.711092
2040,1560,3586
2813,1144,4872
3256,3672,5790.195643
2772,3692,2496
4020,1092,5745.101055
4004,3510,2204
2599,2117,3146
4030,1176,1240
2600,1848,3627.886195
1197,1416,1204
4347,4185,648
3484,576,3732.159992
625,3225,3692
1215,1917,5208.858979
2920,1530,1590
600,2470,3014
3450,2877,975
3406,3052,2730
3072,1300,2376
2088,3000,952
1848,864,5860.616051
1334,2850,5874.296116
990,3192,3542
2106,3058,2520
3525,2507,525
3404,3422,3724
2130,1104,6143.056164
3588,3486,2550
756,1736,2475
4472,3724,2756
4611,1026,2862
2800,3500,3799
609,3276,2599
2460,2178,5548.666849
621,920,5675.698704
1554,2640,3220
3900,3321,4029.324001
2530,3225,2331
3423,3354,3484
3799,2640,1323
4004,2828,2938
736,1495,4518.718726
4472,3744,5769.789809
1320,3465,3270
3549,861,1491
3051,1260,4444.285389
1836,3080,2970
3480,782,4763.165321
4950,3780,3391.951936
1276,2520,4124.293116
2882,651,1584
1909,2050,6223.170646
2523,2376,5940.637522
4116,1752,8191.911645
1660,4943.955105,880
2499,2322,5674.472176
2112,2241,5974.137177
1239,2112,3988.865757
682,1539,1794
2100,3150,7620.796856
4368,3045,4715.644985
4300,1035,3425
2415,3096,5558.733542
4077,1679,2575
2860,874,1593
725,1820,1736
2772,775,6465.45373
2793,4380,4679.650592
900,4347,4404.58061
4620,3250,1960
2800,2139,5052.687166
3066,4901,1716
806,2200,2295
2980,2511,7616.165236
575,1725,7734.754944
1056,984,4075
840,1050,1000
1380,2520,5409.585316
2992,3472,1014
2678,3280,4557.398382
2520,4110,2442
2184,1484,6315.811811
3380,990,1917
3216,2660,6102.47233
3410,4740,3840
2472,2970,861
3696,2728,6411.097144
3507,3450,4808.156268
1148,2220,1512
2244,2400,4939.430345
3423,1500,2208
2976,3294,4184.37136
3300,3510,6359.843462
4170,2580,4523.643358
2808,4080,4860
2842,3410,3900
600,1334,6012.687718
644,3000,3465
3630,1700,2784
2480,3432,1248
3976,1608,3160
1830,1189,3860.602502
1771,832,4458.459945
2070,2295,1840
1008,3058,1955
1403,3784,3432
2117,3125,4557.503796
840,1080,3528
2398,720,840
1408,1652,3320.558533
1550,1672,750
2408,1380,4052.188549
1219,4509,1633
2128,2553,4898.724766
3672,4004,6834.55374
1260,2328,1220
2940,2499,660
4844,2106,7547.275906
1780,6481.098783,5708.282026
5160,3304,7106.836805
2139,1071,5703.759911
2580,3480,4619.868054
550,3498,2783
1407,700,4540.546527
2884,910,1624
3180,2064,6901.207153
4002,840,812
3588,3612,5074.060133
2400,2046,1357
2700,2800,2544
3976,1275,4819.762111
3696,4524,5548.897958
1978,2522,3348
660,2910,3750
2610,1161,3528
682,3810,7657.952966
3318,2520,5054.890691
2508,1920,1189
3458,594,2244
3024,1638,4695.527118
2132,2142,783
1260,1755,5017
4788,4060.246235,5046.864268
1846,3225,828
900,2820,2706
897,2430,4333.010802
928,3828,1288
3289,2130,5091.516031
4186,1386,7763.607143
2010,1958,6043.456807
945,3393,2750
3570,3100,1452
5100,2160,3689.025729
3450,667,3472
2520,650,2328
2814,864,3460
2709,4104,5565.634505
968,3300,2499
1378,1974,5423.033276
2328,3240,5928.550942
1968,3834,2340
2448,990,2880
1701,740,6907.859701
