MR-POMDP,SR-POMDP,Placebo
1188,1560,3899.874836
1965,2719.552882,3356.45738
1464,1078,1539
512,2448,1308
629,3192,1932
2260,1547,1600
1485,924,4878.74171
448,832,2791.702941
1708,1020,3207.914044
1235,1180,2844
2784,1638,2100
3280,1428,4145.533277
1957,1616,3019.063391
1712,2413,1442
1526,2934.325307,1520
720,1216,3192
1360,1314,3060.045906
1720,476,3692.400684
2850,1960,1616
1888,610,680
600,741,3559.65819
1380,1450,2709.734664
330,1520,3808.649708
2430,1545,1877.105978
2176,464,3742.443786
400,1507,3648.157599
2679,2608,2103.3271
980,1776,3817.24903
1273,2610,2860.028586
1155,656,3096.858459
804,520,1640
1570,1612,2544.305944
1989,468,1152
2580,1853,2500
612,2394,1273
966,363,2436
1580,792,3540.993888
1397,915,3598.506674
780,1738,1152
2176,2300,2823.12688
2214,2088,1170
1520,792,4301.682264
1120,1150,1510
665,1562,2070
1456,1562,1221
730,1292,360
1144,672,1380
580,2704,2820.971038
1200,2565,3191.244152
1672,1683,3272.307744
1445,2192,2166
2608,2682,2234.637736
2205,1968,2165.106788
1360,1564,990
3060,700,890
1120,2584,3769.845652
2873,990,714
1440,1820,2664.762222
432,2227,4715.955976
1274,1994.443256,2800.315053
1911,1992,980
1280,1500,572
1680,2336,1573
1003,1395,2532.650008
336,2132,2457.491319
517,1729,4117.255184
798,1020,3633.453437
1260,2672,1083
1584,1352,3470.866504
2016,2540,3779.417992
1672,1430,4696.138076
1840,2023,2261
2475,1530,510
1310,517,2664.828033
1060,1020,2057.602595
2840,735,1885
1518,2115,1260
782,3021,480
1649,486,592
2567,2496,2601
940,1640,2938.359021
2184,513,1218
871,1400,923
1900,486,1725
1445,1050,475
468,816,2659.404494
1278,2556,1638
780,1495,460
1520,1152,3119.134836
1131,1955,2907
504,741,3137.259411
1156,828,2797.493984
1474,830,1577
2322,2679,1368
1320,432,3730.907592
1620,407,4907.831049
2470,2055,1450
741,1584,2145
2793,2002,3350.734039
608,2128,4747.713641
945,630,3737.299607
2249,680,2158.262443
1710,1540,1802
1196,2070,737
1513,1476,4014.135167
1400,1216,4162.70947
600,2336,3001.273339
1440,2158,2113.850023
580,846,2916.121683
1422,2793,3132
1140,1764,2911.841971
1377,2175,1358
2416,960,3106.533595
2214,1551,3915.582653
2754,1729,2072.902657
1837,1456,1890.589686
1792,1635,378
290,561,1976.018731
774,3743.029199,670
380,370,780
1105,936,798
1820,2916,2866.338895
992,1200,2033.516187
2844,2482,4470.546587
1995,1320,3612.481161
1836,3020,1122
918,2250,3078.035203
1428,1495,2839.519953
2880,1209,4561.382001
405,451,1026
630,1430,1989
792,407,2664
1400,336,1350
2040,504,2385
324,2000,2664
1230,340,3801.771723
869,1690,4332.357525
3042,308,576
2700,2728.531273,1071
1188,1837,1584
1805,738,2696.216937
1224,492,442
1649,570,1419
2210,1820,1330
760,2048,4290.174568
2460,624,2368
2480,1199,4420.294671
812,1173,940
640,2482,3204.06924
935,2268,3213.193258
1962,2128,890
913,416,3000.213615
1062,1264,600
3480,1232,3947.286497
874,2628,2400.215837
2862,1932,1270
1152,1176,4321.985948
2366,2329,645
1164,1740,2198.138362
1683,468,2962.845907
1155,2235,910
2430,2145,1977.463995
798,2014,1744
1280,1287,2459.989012
714,1178,1380
2282,1188,2025.53903
1665,1860,735
2286,986,588
1674,1860,1104
2086,1551,2907
2736,616,1624
1605,432,2936.44673
493,3060,3466.04037
2618,793,2678.684379
3060,1098,3256.861569
1884,936,4045.210801
2920,1408,2637.126236
1071,1133,5437.808747
1634,1530,1903
1608,1350,990
2664,1200,2392.730921
1430,2516,3042.300141
828,2945,3019.018312
2368,2002,476
660,935,1938
3320,1050,1365
1872,1632,602
1875,2460,2283.268236
600,403,1504
600,1968,2371.202972
1476,2628,620
1386,2198,2123.522276
1560,2416,2103.369252
2688,1440,768
1183,1736,2327.210943
1445,1014,1793
1843,624,2784
2516,2720,3981.423682
1782,2556,1152
2412,741,3725.98759
1573,2295,1292
1469,949,2860
2790,714,1240
2470,1512,2601.371813
741,590,817
2898,1705,456
1608,336,1993.110313
375,2064,2840
540,710,3770.178961
2920,561,583
288,1520,1781
1932,2192,780
1965,1635,1575
1536,1000,1782
1152,1200,374
847,468,3022.890721
754,1482,2665.556046
627,1824,2310
1134,2502,1428
1833,1635,300
2368,1416,2660
1136,912,3225.878026
2760,3154,850
648,682,1485
1892,2394,1060
2703,760,1378
1600,2000,2096
522,1386,2147
1845,1287,4776.720903
378,598,2658.315275
1184,1650,2093
2700,1599,2036.526701
1150,2580,1776
1956,2580,2412
1572,1320,1008
3080,2020,1808
576,1105,3613.873049
3440,2160,3435.453476
600,1980,1090
2366,492,781
1243,1200,3142.099534
1156,1820,1881
2262,544,2329.935092
1650,1620,2604.064915
836,1575,3048.369704
2096,403,858
996,1394,4278.192988
1566,1080,3505.128084
2058,1168,3966.710096
1328,2640.336729,520
1904,860,3684.990847
1440,1411,2493.599429
1062,1144,3195.38238
372,684,780
1260,1575,4644.376885
2340,1885,2107.541163
2408,855,2192
2300,1677,4405.329073
2869,1022,1545
1760,722,1003
325,980,992
2142,403,3616.523459
1729,2628,2606.949166
504,1771,2998.126354
3080,1875,1330
1800,1395,3322.442384
1898,1859,1248
434,1540,1360
2235,1395,4581.251847
475,1050,3888.283033
880,492,2445
490,756,680
1035,2016,4717.039396
2720,1984,585
2060,2624,2946.273256
1890,2055,1776
780,848,2702.715101
1820,429,994
1340,2527,3440.689467
1705,3002,2560
1545,1881,451
2244,1736,4288.151226
2505,1932,2149.571441
410,1998,918
1122,1200,1680.363592
2771,975,1152
1364,1342,3829.955812
3135,2025,3060.565444
1807,1677,3395.497004
1080,3230,3240
1078,2635,2400
408,754,3667.436798
420,2160,2970
1331,1105,1632
2108,1716,864
2130,737,2212
671,656,1957.791466
1540,416,3269.346948
1350,850,1472
798,1529,850
854,3440,1573
1241,1875,2158.093249
510,720,2142
1308,612,336
896,944,2046.063452
992,1140,360
946,1380,2528.117578
1060,2171,852
1444,1998,3066.406439
2907,2860,2489.27314
765,970,671
2352,1785,495
2768,1539,4552.583706
1424,4042.041112,3774.375557
2752,1888,2625.298622
1488,714,4059.54263
1634,1920,3205.354712
325,1908,1452
1005,400,3693.765108
1957,385,638
1749,1720,2927.902733
3132,400,280
2652,1720,2444.437692
880,1302,1062
2160,1000,1484
2698,612,3563.011032
2520,1716,2348.194299
860,1164,1736
360,1164,1625
1350,516,1386
465,2413,4791.40557
2370,2400,3047.523975
2280,1248,492
1463,297,1224
2142,1248,2864.34211
820,1122,464
882,975,3114
2394,2478.484902,2444.528536
1136,2580,612
450,1833,1353
624,810,3178.095687
640,2610,736
1716,852,2882.225177
2093,693,4991.76064
1139,1424,3300.455491
455,1287,2375
1547,1736,990
2890,1800,2176.108559
1495,290,1984
1260,400,1067
1474,416,1730
2580,1824,4165.888697
880,3135,2380
901,1128,3893.659001
1261,1680,4222.862068
1230,2272,900
1836,855,1920
1215,629,4328.455328
